Date,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),Atmospheric Pressure (hPa),Weather Condition
2025-09-24,26.2,41.0,0.0,7.5,1013.5,Sunny
2024-03-05,14.8,52.0,0.0,7.9,1017.1,Sunny
2023-09-20,27.6,49.0,0.0,3.5,1023.6,Sunny
2024-09-02,28.5,64.0,0.0,18.6,1014.5,Cloudy
2023-10-25,14.0,70.0,0.0,18.1,1016.1,Cloudy
2024-02-19,4.4,81.0,21.6,25.9,1006.8,Rainy
2023-05-31,24.5,60.0,0.0,14.9,1013.2,Cloudy
2025-08-06,26.5,67.0,0.0,16.2,1016.6,Cloudy
2025-02-17,6.1,70.0,0.0,8.6,1010.7,Cloudy
2024-10-02,17.8,86.0,3.6,27.0,1003.3,Rainy
2025-11-12,17.3,52.0,0.0,11.9,1023.7,Sunny
2024-07-04,28.2,59.0,0.0,20.0,1009.2,Cloudy
2025-08-09,27.0,82.0,7.7,17.0,1004.4,Rainy
2024-05-03,23.5,34.0,0.0,1.5,1018.8,Sunny
2025-03-30,16.6,53.0,0.0,3.4,1024.3,Sunny
2024-12-11,9.0,75.0,0.0,6.9,1013.5,Cloudy
2023-05-28,22.6,95.0,3.2,24.3,1002.0,Rainy
2023-05-27,19.2,90.0,41.8,44.7,993.4,Stormy
2025-05-22,27.3,,0.0,5.9,1016.7,Sunny
2023-12-12,6.4,61.0,0.0,15.7,1009.2,Cloudy
2025-06-13,29.9,36.0,0.0,6.8,1016.3,Sunny
2025-11-08,9.8,86.0,11.0,19.1,1006.1,Rainy
2024-10-21,14.8,,21.2,25.7,1001.0,Rainy
2025-02-09,2.9,84.0,9.2,23.3,1003.9,Rainy
2023-12-15,7.2,92.0,9.8,26.5,1002.3,Rainy
2024-04-08,10.0,89.0,52.0,54.9,991.5,Stormy
2023-11-22,12.8,69.0,0.0,11.1,1012.1,Cloudy
2023-07-06,23.0,84.0,43.1,17.3,999.2,Rainy
2023-05-04,17.9,78.0,5.1,12.6,1004.3,Rainy
2025-11-27,5.6,88.0,14.5,16.8,1000.5,Rainy
2024-08-31,29.3,39.0,0.0,10.5,1015.2,Sunny
2023-05-24,23.9,53.0,0.9,8.3,1012.9,Cloudy
2025-01-21,3.1,93.0,7.7,26.8,1002.9,Rainy
2025-12-24,9.4,73.0,0.0,11.5,1010.3,Cloudy
2023-07-17,33.1,45.0,0.0,6.3,1015.8,Sunny
2024-09-01,22.2,92.0,18.3,20.1,1007.1,Rainy
2025-04-16,14.6,82.0,9.2,20.4,1003.5,Rainy
2023-10-07,20.8,58.0,0.0,18.0,1013.5,Cloudy
2023-10-21,13.5,86.0,6.1,24.5,1004.0,Rainy
2025-09-26,16.2,85.0,36.5,45.4,989.2,Stormy
2024-02-05,11.3,52.0,0.0,9.7,1023.5,Sunny
2023-05-03,22.1,58.0,0.0,16.9,1014.9,Cloudy
2023-07-03,32.5,42.0,0.0,7.6,1023.7,Sunny
2023-07-22,33.0,37.0,0.0,10.4,1020.5,Sunny
2024-03-14,8.7,80.0,23.5,15.4,1006.1,Rainy
2025-04-15,16.3,61.0,0.0,8.2,1013.4,Cloudy
2023-09-04,21.6,86.0,13.2,17.6,1001.7,Rainy
2024-02-20,8.3,69.0,0.0,12.2,1015.4,Cloudy
2025-07-25,29.8,71.0,0.5,19.5,1012.4,Cloudy
2025-07-12,32.8,47.0,0.0,12.0,1021.6,Sunny
2025-11-22,18.0,42.0,0.0,5.5,1020.6,Sunny
2025-07-16,,42.0,0.0,12.7,1023.6,Sunny
2023-02-22,10.1,55.0,0.0,6.0,1015.7,Cloudy
2023-05-10,27.0,51.0,0.0,12.6,1021.9,Sunny
2024-09-29,24.0,44.0,0.0,14.0,1019.0,Sunny
2024-02-07,4.6,85.0,13.9,19.4,1006.7,Rainy
2025-08-02,26.8,65.0,0.0,7.8,1013.3,Cloudy
2025-07-19,32.5,37.0,0.0,7.9,1017.1,Sunny
2025-01-05,0.0,96.0,23.5,43.2,997.8,Stormy
2025-05-04,26.3,45.0,0.0,10.6,1019.4,Sunny
2025-11-25,13.0,63.0,0.0,6.7,1012.7,Cloudy
2023-08-08,31.1,37.0,0.0,9.2,1015.9,Sunny
2024-10-03,15.0,94.0,26.6,57.3,989.1,Stormy
2023-01-02,9.4,46.0,0.0,7.4,1016.5,Sunny
2025-06-27,24.4,92.0,44.3,31.8,1000.9,Stormy
2025-08-26,21.1,88.0,6.5,14.7,1006.1,Rainy
2023-03-22,10.0,59.0,1.3,16.4,1010.9,Cloudy
2024-09-16,22.7,66.0,0.6,13.4,1009.6,Cloudy
2025-10-04,18.9,61.0,0.0,11.3,1013.5,Cloudy
2025-07-07,31.7,42.0,0.0,8.9,1020.9,Sunny
2024-01-22,8.2,57.0,1.3,12.4,1014.6,Cloudy
2023-10-14,18.4,62.0,0.0,16.1,1015.4,Cloudy
2025-03-17,12.9,67.0,0.0,14.7,1013.9,Cloudy
2024-05-24,29.7,47.0,0.0,8.0,1017.2,Sunny
2023-09-25,22.3,59.0,0.0,9.4,1011.8,Cloudy
2025-09-10,28.4,38.0,0.0,12.6,1017.8,Sunny
2024-03-17,17.2,41.0,0.0,9.0,1024.1,Sunny
2024-05-11,27.2,43.0,0.0,7.3,1020.7,Sunny
2025-04-09,19.7,52.0,0.0,10.7,1016.5,Sunny
2023-04-23,23.7,51.0,0.0,12.9,1016.4,Sunny
2024-11-22,11.4,68.0,0.0,21.3,1013.2,Cloudy
2023-08-21,21.9,87.0,3.5,24.9,1000.0,Rainy
2024-04-16,15.1,83.0,12.9,18.3,1005.8,Rainy
2024-08-30,23.9,76.0,3.4,28.9,1005.3,Rainy
2024-11-02,12.5,56.0,0.0,14.3,1009.9,Cloudy
2024-01-09,10.5,42.0,0.0,9.7,1018.6,Sunny
2025-04-06,18.8,46.0,0.0,5.8,1020.3,Sunny
2024-10-25,18.0,38.0,0.0,13.4,1016.9,Sunny
2025-10-11,23.4,41.0,0.0,8.2,1019.5,Sunny
2023-08-22,31.2,42.0,0.0,5.2,1019.2,Sunny
2025-03-29,10.4,82.0,29.6,17.0,1004.8,Rainy
2025-08-03,30.0,51.0,0.0,11.7,1017.1,Sunny
2024-11-07,19.4,37.0,0.0,4.5,1019.0,Sunny
2023-11-14,17.0,42.0,0.0,5.5,1020.4,Sunny
2024-10-10,16.9,62.0,0.6,12.5,1012.1,Cloudy
2024-02-15,5.1,86.0,4.4,28.7,1005.8,Rainy
2025-11-16,13.0,37.0,0.0,5.9,1022.5,Sunny
2024-12-10,4.7,92.0,30.8,20.7,1003.2,Rainy
2023-12-25,11.2,50.0,0.0,10.6,1014.8,Sunny
2023-09-16,21.1,92.0,16.7,21.6,998.0,Rainy
2025-01-14,3.4,76.0,7.3,18.9,1005.1,Rainy
2024-09-19,26.4,51.0,0.0,12.5,1019.2,Sunny
2024-09-24,22.3,73.0,0.0,18.7,1014.5,Cloudy
2023-10-10,15.6,94.0,36.1,44.2,984.6,Stormy
2024-01-12,8.7,68.0,0.0,9.5,1011.9,Cloudy
2024-01-20,7.0,65.0,0.0,18.4,1010.6,Cloudy
2023-08-13,28.7,68.0,0.0,18.9,1012.3,Cloudy
2025-12-21,7.9,68.0,0.4,13.6,1011.6,Cloudy
2025-09-04,18.4,89.0,32.6,34.0,990.6,Stormy
2024-04-17,23.2,47.0,0.0,10.1,1024.4,Sunny
2023-12-14,3.3,95.0,54.6,45.3,995.0,Stormy
2024-05-20,24.5,63.0,0.0,9.0,1014.7,Cloudy
2024-10-01,24.7,43.0,0.0,12.0,1023.8,Sunny
2023-12-12,6.4,61.0,0.0,15.7,1009.2,Cloudy
2025-03-08,6.6,88.0,57.9,47.4,986.8,Stormy
2023-12-06,2.3,99.0,34.3,61.2,990.7,Stormy
2024-07-09,30.3,63.0,0.0,6.4,1008.6,Cloudy
2024-09-11,20.2,84.0,5.8,25.0,999.3,Rainy
2023-01-28,10.3,49.0,0.0,9.9,1023.4,Sunny
2025-08-23,21.1,86.0,15.0,20.6,1001.3,Rainy
2024-10-07,21.2,57.0,0.4,5.8,1010.3,Cloudy
2025-08-10,26.2,95.0,3.3,28.5,998.9,Rainy
2025-10-15,21.0,42.0,0.0,9.5,1021.2,Sunny
2024-07-10,32.7,50.0,0.0,11.7,1016.3,Sunny
2024-11-12,8.2,98.0,26.0,,990.2,Stormy
2024-07-31,21.0,91.0,72.0,47.8,984.2,Stormy
2025-03-06,10.1,63.0,0.0,11.8,1013.5,Cloudy
2023-03-27,18.5,44.0,0.0,12.5,1020.3,Sunny
2023-08-31,31.3,52.0,0.0,9.2,1024.2,Sunny
2024-11-29,8.9,71.0,0.0,22.3,1014.6,Cloudy
2025-04-18,16.0,67.0,0.0,11.6,1014.4,Cloudy
2023-06-09,25.6,61.0,0.0,14.8,1010.4,Cloudy
2024-06-08,27.4,41.0,0.0,14.3,1021.1,Sunny
2023-02-05,0.9,91.0,54.8,45.5,989.8,Stormy
2024-06-24,23.8,78.0,29.6,24.5,1007.5,Rainy
2023-06-20,25.1,68.0,0.0,14.4,1015.0,Cloudy
2024-10-16,16.9,72.0,0.0,16.8,1014.4,Cloudy
2025-01-18,10.6,53.0,0.0,9.4,1022.1,Sunny
2025-10-26,20.9,46.0,0.0,7.2,1021.4,Sunny
2025-10-16,14.9,83.0,10.1,24.3,997.6,Rainy
2024-04-29,24.5,42.0,0.0,6.0,1023.7,Sunny
2025-01-03,4.9,81.0,38.4,21.6,1002.0,Rainy
2025-06-18,25.8,54.0,1.5,4.7,1013.4,Cloudy
2023-04-06,12.1,81.0,9.7,21.9,1004.7,Rainy
2024-07-17,26.2,74.0,0.0,9.1,1008.2,Cloudy
2023-08-29,30.4,,0.0,4.9,1019.2,Sunny
2025-01-12,0.4,83.0,3.0,26.7,1000.9,Rainy
2025-05-13,21.4,60.0,0.0,9.9,1011.2,Cloudy
2024-07-28,27.8,61.0,0.0,9.2,1017.4,Cloudy
2024-11-21,12.5,59.0,0.0,12.6,1010.8,Cloudy
2024-04-05,6.8,100.0,53.0,54.9,988.9,Stormy
2025-06-10,29.7,54.0,0.0,3.7,1020.8,Sunny
2024-07-07,32.4,41.0,0.0,13.6,1017.2,Sunny
2025-05-07,24.4,54.0,0.0,4.6,1026.0,Sunny
2025-11-04,17.8,69.0,0.0,11.6,1013.9,Cloudy
2023-07-26,33.2,44.0,0.0,9.7,1023.1,Sunny
2024-01-28,8.2,76.0,0.0,7.1,1010.5,Cloudy
2025-03-05,5.3,91.0,14.4,20.8,1002.6,Rainy
2025-05-20,26.3,39.0,0.0,11.8,1017.0,Sunny
2024-02-02,7.0,74.0,0.0,10.1,1013.1,Cloudy
2025-02-05,6.7,62.0,0.5,8.9,1013.1,Cloudy
2025-10-17,21.4,39.0,0.0,10.1,1015.2,Sunny
2023-08-06,33.5,39.0,0.0,12.2,1016.7,Sunny
2023-01-05,0.1,98.0,69.2,46.9,997.2,Stormy
2025-02-07,11.6,48.0,0.0,5.3,1019.7,Sunny
2024-10-04,24.0,33.0,0.0,12.4,1015.5,Sunny
2024-04-06,18.7,55.0,0.0,2.2,1020.2,Sunny
2025-07-31,31.2,44.0,0.0,14.7,1022.2,Sunny
2024-09-04,27.1,36.0,0.0,14.3,1023.6,Sunny
2025-01-08,4.9,70.0,0.0,9.5,1012.9,Cloudy
2025-08-18,33.0,40.0,0.0,5.3,1024.2,Sunny
2024-06-30,31.0,43.0,0.0,13.7,1017.7,Sunny
2025-09-13,29.7,40.0,0.0,12.7,1020.2,Sunny
2024-12-26,5.8,75.0,0.0,7.9,1015.9,Cloudy
2024-11-21,12.5,59.0,0.0,12.6,1010.8,Cloudy
2024-11-14,7.2,77.0,3.2,21.9,1004.7,Rainy
2023-04-09,21.0,52.0,0.0,12.0,1024.4,Sunny
2025-03-15,9.5,66.0,0.2,12.6,1010.8,Cloudy
2024-12-28,4.4,88.0,4.8,13.1,1007.7,Rainy
2024-07-27,33.5,44.0,0.0,6.7,1024.4,Sunny
2024-02-11,4.9,64.0,0.0,9.2,1013.1,Cloudy
2024-05-17,17.5,95.0,59.1,32.2,994.3,Stormy
2023-02-17,8.0,65.0,0.0,16.1,1016.0,Cloudy
2023-02-02,6.2,92.0,5.3,15.1,1006.3,Rainy
2025-07-18,24.1,95.0,69.9,34.8,1000.3,Stormy
2025-02-18,5.0,77.0,7.3,13.5,1004.6,Rainy
2023-07-20,34.4,54.0,0.0,10.4,1023.1,Sunny
2023-05-15,23.0,62.0,0.0,12.6,1009.6,Cloudy
2023-02-10,7.0,72.0,0.4,6.3,1015.0,Cloudy
2025-10-14,19.1,64.0,1.1,14.0,1010.6,Cloudy
2023-08-19,23.0,89.0,4.6,21.0,1009.1,Rainy
2024-01-14,5.7,87.0,13.7,16.6,1002.7,Rainy
2023-10-16,19.9,38.0,0.0,14.0,1015.9,Sunny
2024-02-23,13.5,46.0,0.0,9.8,1019.9,Sunny
2024-01-27,9.9,38.0,0.0,6.5,1014.5,Sunny
2024-08-15,33.0,38.0,0.0,14.4,1017.5,Sunny
2024-10-09,12.7,84.0,58.1,48.0,998.7,Stormy
2024-06-04,27.4,64.0,0.0,12.0,1011.1,Cloudy
2023-03-06,7.3,88.0,25.7,20.7,998.9,Rainy
2023-01-15,8.9,69.0,0.0,17.7,1010.9,Cloudy
2024-05-07,22.7,40.0,0.0,10.8,1017.9,Sunny
2024-01-15,1.9,91.0,8.3,14.5,1005.6,Rainy
2023-07-07,33.6,51.0,0.0,11.3,1026.1,Sunny
2025-02-02,0.4,97.0,74.8,37.4,989.4,Stormy
2023-08-05,32.0,54.0,0.0,7.8,1017.0,Sunny
2025-03-02,13.9,34.0,0.0,10.6,1020.9,Sunny
2025-05-28,23.3,79.0,29.0,16.4,998.3,Rainy
2023-12-04,11.6,61.0,0.0,16.0,1014.5,Cloudy
2024-12-20,9.3,59.0,0.0,13.8,1014.2,Cloudy
2023-10-23,16.9,61.0,0.0,10.2,1009.9,Cloudy
2025-10-13,15.4,93.0,6.0,25.8,997.3,Rainy
2024-03-31,14.6,64.0,0.6,18.9,1012.0,Cloudy
2025-03-26,12.9,60.0,0.0,20.5,1013.5,Cloudy
2023-09-27,23.1,68.0,0.0,16.3,1010.8,Cloudy
2025-09-22,23.8,59.0,0.0,6.4,1011.5,Cloudy
2023-07-21,34.9,50.0,0.0,16.3,1020.2,Sunny
2023-06-11,31.4,51.0,0.0,10.3,1015.0,Sunny
2024-12-30,4.7,59.0,0.0,18.1,1009.3,Cloudy
2024-02-06,8.3,65.0,0.0,13.7,1012.8,Cloudy
2024-12-03,8.4,83.0,11.1,15.5,1005.3,Rainy
2024-07-19,26.2,75.0,0.0,15.7,1015.0,Cloudy
2025-10-18,19.7,75.0,0.0,10.2,1011.9,Cloudy
2025-10-22,19.5,56.0,0.0,11.3,1022.2,Sunny
2023-07-25,25.5,85.0,5.5,26.4,1001.6,Rainy
2023-02-04,4.9,95.0,9.0,24.8,1000.9,Rainy
2025-02-14,9.3,70.0,0.0,11.4,1014.8,Cloudy
2024-05-23,28.6,54.0,0.0,13.3,1013.5,Sunny
2024-10-08,22.5,54.0,0.0,8.7,1020.8,Sunny
2023-04-02,9.7,99.0,39.3,53.9,992.1,Stormy
2025-06-16,29.8,44.0,0.0,13.3,1018.1,Sunny
2024-07-18,28.9,59.0,0.0,6.9,1014.3,Cloudy
2025-02-15,0.2,84.0,32.8,58.1,999.1,Stormy
2023-08-30,30.2,46.0,0.0,13.6,1015.3,Sunny
2023-01-14,6.4,62.0,0.0,9.2,1011.5,Cloudy
2023-11-12,15.9,38.0,0.0,7.7,1018.0,Sunny
2024-08-23,30.2,37.0,0.0,8.7,1025.2,Sunny
2024-01-23,-0.2,94.0,64.5,60.2,984.2,Stormy
2023-06-16,24.1,89.0,3.7,21.3,997.7,Rainy
2025-04-20,22.6,47.0,0.0,16.5,1018.3,Sunny
2023-01-21,11.1,42.0,0.0,3.6,1022.2,Sunny
2024-10-08,22.5,54.0,0.0,8.7,1020.8,Sunny
2025-04-11,16.7,58.0,0.0,15.6,1013.2,Cloudy
2024-07-16,30.5,68.0,0.0,18.9,1010.3,Cloudy
2025-12-20,2.7,82.0,61.2,49.9,990.5,Stormy
2024-11-17,7.7,98.0,7.3,22.6,1001.7,Rainy
2025-08-15,30.9,45.0,0.0,12.2,1022.8,Sunny
2023-07-09,34.8,39.0,0.0,13.0,1021.2,Sunny
2025-09-02,27.4,70.0,0.0,8.1,1015.5,Cloudy
2024-11-30,11.5,57.0,0.0,12.3,1009.8,Cloudy
2024-05-25,28.2,50.0,0.0,9.4,1015.8,Sunny
2025-12-18,6.7,62.0,0.0,20.1,1011.7,Cloudy
2024-04-19,13.5,92.0,10.2,14.6,1008.6,Rainy
2025-05-06,22.2,56.0,0.0,13.7,1012.2,Cloudy
2025-01-17,8.9,72.0,0.0,17.2,1012.3,Cloudy
2023-09-10,28.3,40.0,0.0,6.9,1023.4,Sunny
2023-01-22,7.1,62.0,0.0,19.2,1012.7,Cloudy
2024-04-04,13.1,62.0,0.0,11.0,1010.9,Cloudy
2023-10-04,24.1,54.0,0.0,5.6,1015.3,Sunny
2025-08-13,27.5,58.0,0.0,12.8,1012.7,Cloudy
2024-01-21,7.6,73.0,0.0,18.3,1010.1,Cloudy
2025-03-16,7.0,82.0,10.6,14.5,1005.9,Rainy
2023-12-10,8.8,57.0,1.0,14.3,1013.1,Cloudy
2025-02-08,12.4,51.0,0.0,12.6,1019.1,Sunny
2023-05-11,23.9,38.0,0.0,7.4,1020.6,Sunny
2025-05-21,20.9,58.0,0.0,18.6,1009.5,Cloudy
2023-03-29,15.2,69.0,0.0,9.9,1011.1,Cloudy
2023-11-27,14.2,50.0,0.0,8.8,1025.0,Sunny
2024-04-11,,56.0,0.0,20.1,1009.2,Cloudy
2023-05-02,15.4,88.0,24.0,33.1,991.8,Stormy
2025-11-10,9.4,82.0,20.9,17.7,1001.6,Rainy
2025-12-31,6.7,55.0,0.0,10.9,1013.7,Cloudy
2025-05-10,23.5,57.0,0.0,13.3,1011.4,Cloudy
